mutant, status
11015, SURVIVED
11018, SURVIVED
11020, SURVIVED
11021, SURVIVED
11025, SURVIVED
11026, SURVIVED
11027, SURVIVED
11028, SURVIVED
11030, SURVIVED
11032, SURVIVED
11033, SURVIVED
11034, SURVIVED
11037, SURVIVED
11041, SURVIVED
11042, SURVIVED
11044, SURVIVED
11046, SURVIVED
11047, SURVIVED
11050, SURVIVED
11052, SURVIVED
11053, SURVIVED
11057, SURVIVED
11058, SURVIVED
11059, SURVIVED
11060, SURVIVED
11062, SURVIVED
11064, SURVIVED
11076, SURVIVED
11077, SURVIVED
11079, SURVIVED
11086, SURVIVED
